<<<<<<< HEAD
incident_id,player_id,employee_id,offense_id,description,date
1,822,761,6,"A player persistently made inappropriate remarks towards a female dealer leading to multiple complaints.",5/14/2019
2,601,772,6,"Repeated instances of unwanted advances towards a staff member prompting an official warning.",3/12/2020
3,84,479,1,"A player stole another's backpack during a crowded event resulting in immediate removal from the premises.",11/9/2018
4,926,574,9,"Caught trespassing into the VIP lounge without authorization after hours leading to a ban.",6/20/2021
5,878,342,3,"An altercation broke out between two players over a game rule dispute escalating into a physical fight.",2/3/2020
6,230,307,2,"A patron vandalized a gaming machine out of frustration after losing a large bet.",8/28/2017
7,880,833,9,"Accessed a restricted area to retrieve personal items after being warned to stay away.",9/15/2021
8,503,497,4,"Filed a fraudulent claim for jackpot winnings which was later investigated and dismissed.",1/4/2022
9,285,67,1,"Caught stealing gaming chips from another player's stack during a high-stakes game.",7/18/2023
10,992,636,9,"Unauthorized entry into the casino's staff-only area in an attempt to steal cash from the register.",3/30/2024
11,619,463,2,"Player made derogatory comments about other patrons resulting in multiple harassment claims.",5/12/2023
12,399,875,5,"A player was caught cheating during a poker game and was subsequently banned.",2/15/2022
13,712,712,3,"Multiple reports of harassment towards a waitress led to immediate expulsion from the venue.",8/19/2021
14,895,182,5,"A player attempted to enter the casino without proper identification and was escorted out.",4/28/2023
15,178,370,7,"A group was caught card counting during a blackjack game prompting a casino ban.",1/11/2024
16,575,903,4,"A player was found vandalizing a restroom facility during the busy hours.",6/5/2022
17,404,288,5,"Unauthorized access to restricted gaming areas was reported leading to a temporary ban.",9/3/2023
18,532,220,8,"A player attempted to deceive staff regarding age and was banned after verification.",7/26/2018
19,657,973,3,"After multiple offenses of inappropriate behavior a player was permanently banned.",10/10/2022
20,414,972,3,"Vandalism to a gaming machine was reported and resulted in the player's expulsion.",12/15/2023
21,977,752,3,"An incident of cheating was recorded during a poker tournament and led to disqualification.",5/22/2024
22,384,384,2,"Repeated offenses of aggressive behavior resulted in a formal complaint and ban.",3/18/2021
23,969,896,9,"Trespassing was reported after a player entered a staff-only area.",11/25/2022
24,529,542,2,"A player was found making threats towards another customer leading to police involvement.",8/14/2020
25,413,413,5,"Attempts to alter a gaming machine were reported and resulted in a permanent ban.",10/5/2023
26,379,134,8,"A player was reported for card counting which led to immediate eviction.",1/30/2024
27,388,783,9,"Unwanted sexual advances towards staff resulted in immediate dismissal from the premises.",7/12/2022
28,788,121,3,"A patron was caught stealing chips from the table resulting in arrest.",4/20/2023
29,444,229,4,"Incidents of harassment were reported against a dealer leading to a formal investigation.",9/8/2021
30,771,394,2,"A player was accused of cheating during a tournament and faced disqualification.",12/4/2019
31,401,561,1,"Reports of aggressive behavior led to the player's expulsion from the casino.",11/18/2020
32,197,518,1,"Found in a restricted area attempting to take personal items from staff.",6/30/2023
33,681,156,2,"A player was caught attempting to use fake identification to enter the casino.",3/9/2024
34,249,741,5,"An altercation over a gambling dispute resulted in multiple injuries.",5/7/2023
35,754,513,5,"Reports of damaging casino property led to an investigation and subsequent ban.",2/11/2022
36,393,551,9,"A player was reported for creating disturbances leading to multiple complaints.",1/25/2023
37,117,386,5,"A patron made threats against another customer resulting in police involvement.",8/23/2021
38,371,407,7,"A player was caught attempting to cheat during a high-stakes game.",10/14/2022
39,672,783,6,"Incidents of vandalism were reported against gaming equipment.",7/8/2021
40,138,161,2,"Repeated offenses of harassment led to a formal complaint against a player.",3/15/2023
41,228,270,4,"A player was caught using a fake ID to gain entry into the casino.",11/27/2022
42,658,611,5,"Reports of cheating during card games led to immediate eviction from the premises.",2/3/2023
43,358,170,3,"A patron was found stealing chips from the poker table during a tournament.",6/29/2021
44,268,191,1,"Attempts to alter the outcome of a game through deception led to disqualification.",4/19/2020
45,413,756,6,"A player was caught trespassing in restricted areas leading to a permanent ban.",12/10/2022
46,554,347,8,"Unwanted behavior towards staff resulted in multiple complaints and ban.",5/1/2023
47,294,346,6,"Theft of gaming chips from another player during a high-stakes game.",3/7/2024
48,484,736,7,"Aggressive behavior towards a staff member led to formal complaints.",1/14/2022
49,870,365,1,"Found in a restricted area without authorization leading to an immediate ban.",8/2/2023
50,999,999,9,"Vandalism of casino property resulted in a permanent expulsion from the casino.",10/16/2024
=======
incident_id,player_id,employe_id,offense_id
268,685,949,9
269,258,625,4
270,342,405,2
271,177,931,6
272,681,855,1
273,10,852,6
274,53,825,9
275,609,477,7
276,168,135,8
277,798,661,4
278,175,301,7
279,150,534,2
280,515,280,7
281,719,12,5
282,695,807,2
283,899,979,4
284,737,876,2
285,739,1,5
286,37,867,3
287,644,839,8
288,711,545,1
289,647,142,1
290,870,835,1
291,215,563,9
292,568,89,9
293,901,189,7
294,163,42,5
295,931,179,1
296,518,506,8
297,961,130,8
298,459,910,5
299,380,709,5
300,720,896,5
301,637,224,3
302,511,234,3
303,929,916,9
304,187,295,4
305,394,422,4
306,853,553,6
307,846,755,6
308,963,549,2
309,500,383,6
310,860,457,7
311,351,180,8
312,143,19,5
313,530,523,6
314,384,271,4
315,535,628,6
316,843,676,8
317,737,828,4
318,491,865,9
319,213,110,6
320,245,949,6
321,322,862,9
322,145,218,8
323,656,438,1
324,847,793,7
325,692,567,8
326,589,72,6
327,985,909,6
328,334,306,7
329,322,658,3
330,639,528,3
331,667,445,5
332,859,135,8
333,782,842,6
334,975,235,8
335,918,505,2
336,889,82,2
337,840,595,1
338,850,537,5
339,896,281,6
340,458,950,2
341,6,771,6
342,573,639,5
343,750,660,5
344,538,692,6
345,988,355,1
346,792,800,3
347,176,805,8
348,898,398,1
349,915,23,4
350,628,380,9
351,777,798,9
352,111,321,8
353,412,579,7
354,51,588,9
355,210,22,2
356,86,400,3
357,600,875,5
358,16,639,1
359,790,814,3
360,583,694,2
361,421,23,2
362,388,224,1
363,617,532,1
364,120,921,5
365,7,515,7
366,212,341,8
367,834,190,3
368,771,582,1
369,389,852,9
370,62,566,9
371,514,113,8
372,443,701,4
373,612,425,5
374,859,49,8
375,446,528,6
376,514,376,4
377,901,622,9
378,721,218,3
379,309,8,7
380,805,536,7
381,529,870,1
382,504,486,3
383,922,331,6
384,309,566,2
385,635,675,3
386,861,416,4
387,31,229,8
388,890,881,7
389,921,815,7
390,118,760,8
391,76,679,4
392,927,270,7
393,788,120,2
394,908,747,3
395,674,49,4
396,75,818,8
397,91,208,3
398,434,727,1
399,252,414,5
400,798,503,2
401,246,895,4
402,959,35,6
403,83,861,1
404,383,156,4
405,12,448,2
406,938,61,4
407,954,447,8
408,291,356,5
409,995,303,1
410,788,731,3
411,321,331,8
412,196,766,1
413,665,521,3
414,20,444,7
415,863,900,8
416,326,643,1
417,57,670,7
418,152,454,5
419,251,843,5
420,526,974,5
421,917,289,1
422,579,854,7
423,778,469,7
424,154,532,9
425,211,546,7
426,343,604,1
427,503,210,1
428,835,430,1
429,162,947,3
430,836,204,3
431,262,97,8
432,743,581,1
433,936,888,7
434,561,159,2
435,630,998,3
436,996,193,5
437,407,79,2
438,890,421,3
439,460,754,3
440,689,15,8
441,820,636,5
442,782,307,2
443,324,894,7
444,335,973,4
445,302,610,2
446,153,103,6
447,785,310,9
448,618,466,1
449,608,667,9
450,396,390,4
451,94,734,3
452,705,914,9
453,57,135,2
454,215,563,3
455,70,474,5
456,236,782,5
457,100,485,1
458,862,626,2
459,124,918,4
460,896,491,2
461,47,477,3
462,92,234,5
463,165,846,8
464,395,704,1
465,996,963,4
466,556,979,7
467,536,167,5
468,54,139,8
469,148,115,7
470,287,995,4
471,5,637,2
472,542,899,9
473,274,816,5
474,430,429,1
475,255,397,2
476,364,216,7
477,87,101,1
478,664,399,9
479,42,223,9
480,149,265,5
481,140,542,3
482,255,160,5
483,125,31,3
484,740,940,5
485,583,522,4
486,598,700,6
487,40,996,4
488,911,856,4
489,505,901,1
490,665,871,1
491,435,788,2
492,545,881,7
493,354,669,4
494,256,534,4
495,749,153,1
496,253,165,2
497,553,167,1
498,964,890,2
499,485,107,3
500,201,807,5
501,186,467,8
502,172,397,5
503,981,779,2
504,152,598,5
505,796,647,1
506,850,697,4
507,566,15,5
508,930,716,8
509,940,364,7
510,828,264,1
511,370,888,4
512,867,461,4
513,256,64,4
514,34,902,6
515,518,225,6
516,851,794,3
517,61,120,1
518,704,329,7
519,226,145,6
520,941,251,5
521,528,909,3
522,124,232,9
523,214,995,5
524,867,836,2
525,168,832,3
526,16,716,7
527,270,979,2
528,974,168,2
529,854,39,7
530,177,619,2
531,890,144,2
532,250,439,3
533,756,275,6
534,985,329,6
535,637,484,2
536,778,855,7
537,117,416,2
538,270,916,3
539,285,588,8
540,961,527,5
541,259,980,3
542,831,484,9
543,633,53,8
544,478,903,2
545,542,206,2
546,221,869,9
547,310,531,6
548,345,692,2
549,790,999,2
550,432,982,1
551,191,775,4
552,713,78,9
553,143,587,2
554,143,849,7
555,857,931,5
556,514,51,7
557,38,444,7
558,360,707,6
559,50,971,5
560,578,41,1
561,3,431,8
562,587,222,7
563,868,221,2
564,368,426,7
565,436,271,5
566,949,691,3
567,572,409,2
568,194,489,2
569,976,791,8
570,728,747,2
571,996,198,8
572,920,347,3
573,197,426,8
574,703,139,9
575,371,971,7
576,156,994,2
577,617,82,7
578,244,23,7
579,263,544,9
580,952,561,3
581,44,728,8
582,142,521,7
583,27,235,5
584,420,730,2
585,786,535,5
586,827,408,1
587,216,672,7
588,737,38,9
589,801,85,9
590,54,827,6
591,108,758,4
592,586,256,3
593,35,357,4
594,915,164,2
595,359,917,8
596,247,887,5
597,590,500,4
598,771,106,3
599,320,23,8
600,636,889,7
601,418,134,1
602,211,144,9
603,956,685,5
604,172,393,5
605,261,836,6
606,552,27,4
607,210,173,5
608,440,130,7
609,236,533,5
610,222,96,6
611,463,484,2
612,998,139,8
613,91,171,3
614,800,394,2
615,689,939,2
616,803,46,9
617,80,805,2
618,569,50,3
619,766,956,1
620,217,893,4
621,275,946,1
622,441,132,7
623,505,105,8
624,257,137,9
625,710,213,5
626,887,747,4
627,519,914,2
628,478,73,7
629,402,780,2
630,438,153,8
631,107,534,6
632,8,537,2
633,405,62,2
634,619,741,9
635,9,85,2
636,766,803,4
637,876,316,1
638,750,589,2
639,420,196,3
640,985,225,4
641,248,297,8
642,686,721,4
643,897,165,6
644,162,190,5
645,552,370,6
646,991,510,2
647,460,186,1
648,558,298,7
649,874,547,9
650,442,900,3
651,167,233,6
652,739,348,9
653,364,515,4
654,497,515,7
655,265,241,2
656,610,63,5
657,396,293,8
658,695,770,1
659,285,514,8
660,211,586,1
661,998,419,2
662,736,430,2
663,368,467,8
664,906,658,8
665,171,904,5
666,645,708,5
667,244,918,4
668,712,645,7
669,381,428,1
670,819,739,5
671,327,755,7
672,254,263,4
673,185,301,9
674,936,790,6
675,818,845,7
676,325,749,6
677,388,925,7
678,694,635,3
679,325,773,1
680,361,460,8
681,669,184,9
682,361,994,8
683,908,579,8
684,405,325,4
685,952,509,5
686,946,767,2
687,790,423,8
688,577,149,3
689,67,317,3
690,351,971,9
691,861,496,7
692,220,741,2
693,610,195,7
694,485,130,9
695,173,278,8
696,476,578,2
697,262,251,4
698,245,376,2
699,583,358,3
700,21,389,7
701,10,856,1
702,414,625,9
703,172,555,2
704,1000,540,3
705,851,512,6
706,72,692,3
707,923,713,3
708,622,44,6
709,31,847,6
710,694,398,1
711,535,814,6
712,707,103,6
713,477,547,3
714,79,926,4
715,714,662,6
716,319,601,5
717,900,647,1
718,479,158,1
719,410,439,3
720,442,198,3
721,213,464,8
722,818,506,1
723,25,667,2
724,602,694,2
725,807,117,1
726,528,632,3
727,913,622,8
728,812,54,2
729,797,592,5
730,632,882,5
731,348,968,1
732,365,101,8
733,702,368,5
734,170,429,5
735,223,97,9
736,655,766,5
737,168,676,6
738,962,782,5
739,676,507,2
740,38,213,3
741,224,154,6
742,896,364,9
743,859,66,5
744,242,431,5
745,488,815,5
746,151,100,5
747,916,588,1
748,221,303,1
749,627,639,3
750,55,457,8
751,155,831,9
752,892,690,1
753,365,796,5
754,34,725,7
755,116,626,1
756,106,586,1
757,222,63,3
758,311,879,8
759,588,951,1
760,160,511,6
761,397,932,5
762,207,290,9
763,237,64,7
764,891,568,1
765,267,272,8
766,98,335,8
767,304,122,1
768,296,761,4
769,599,726,3
770,985,958,8
771,657,131,4
772,644,732,6
773,601,756,3
774,589,64,8
775,709,709,1
776,930,175,6
777,893,836,5
778,629,565,9
779,23,948,9
780,438,413,9
781,14,830,1
782,649,511,6
783,535,663,4
784,833,327,7
785,504,865,3
786,126,853,5
787,330,123,4
788,546,131,6
789,62,489,2
790,716,936,1
791,681,277,4
792,947,739,2
793,285,204,8
794,66,404,3
795,754,735,6
796,522,341,3
797,504,618,6
798,651,38,6
799,381,458,3
800,921,106,3
801,632,632,1
802,579,99,4
803,707,727,2
804,441,300,2
805,803,627,9
806,541,271,6
807,789,102,3
808,988,430,4
809,118,533,2
810,126,710,7
811,957,767,6
812,471,539,7
813,856,93,6
814,46,117,2
815,833,215,7
816,146,26,3
817,332,632,7
818,708,512,3
819,286,153,7
820,787,672,4
821,710,925,2
822,743,763,5
823,790,614,7
824,691,213,4
825,659,977,7
826,388,727,5
827,221,876,3
828,615,806,7
829,635,587,9
830,524,5,2
831,150,934,7
832,777,686,6
833,154,372,9
834,176,398,4
835,93,462,1
836,687,534,1
837,478,630,5
838,345,297,8
839,388,558,1
840,780,715,9
841,174,185,5
842,841,5,2
843,736,967,4
844,230,539,9
845,885,809,8
846,742,262,6
847,701,915,9
848,60,677,6
849,772,58,5
850,296,379,3
851,896,27,6
852,406,830,1
853,595,87,8
854,333,773,4
855,850,635,9
856,806,706,6
857,514,417,4
858,704,885,8
859,239,682,2
860,703,337,6
861,71,3,4
862,589,583,5
863,963,572,5
864,863,825,3
865,956,915,4
866,729,177,1
867,266,813,4
868,635,688,1
869,992,359,7
870,831,739,8
871,80,486,3
872,67,53,6
873,65,196,3
874,470,363,4
875,166,646,3
876,52,223,7
877,670,910,4
878,36,672,1
879,592,729,8
880,844,4,9
881,880,659,9
882,961,929,7
883,892,443,9
884,579,726,5
885,861,845,5
886,920,162,1
887,690,536,9
888,28,534,9
889,544,949,1
890,577,627,2
891,794,821,7
892,872,304,9
893,415,282,5
894,600,619,7
895,571,604,8
896,601,568,4
897,401,521,2
898,37,823,9
899,109,782,6
900,338,351,1
901,231,494,5
902,334,156,1
903,812,491,8
904,415,433,5
905,346,627,9
906,616,766,5
907,302,325,8
908,673,445,2
909,437,917,8
910,467,281,9
911,293,647,3
912,811,275,6
913,531,589,5
914,263,942,2
915,203,982,1
916,767,636,9
917,192,475,9
918,678,378,6
919,997,98,9
920,538,972,7
921,771,212,4
922,117,755,7
923,34,311,3
924,311,693,9
925,810,269,5
926,811,61,8
927,389,273,6
928,329,244,4
929,166,738,4
930,533,406,3
931,591,442,9
932,665,675,7
933,349,382,9
934,674,760,3
935,678,318,1
936,638,93,6
937,965,355,6
938,325,45,8
939,25,802,2
940,615,858,4
941,759,369,9
942,214,42,8
943,474,609,5
944,860,912,6
945,585,763,2
946,564,104,3
947,102,615,4
948,761,262,1
949,651,933,5
950,497,342,8
951,833,674,3
952,242,967,7
953,357,225,8
954,222,601,4
955,791,64,2
956,849,192,6
957,394,636,6
958,10,888,3
959,75,31,5
960,87,340,9
961,293,86,9
962,719,717,5
963,77,582,2
964,982,284,4
965,314,38,7
966,206,284,9
967,886,300,1
968,471,172,5
969,74,881,1
970,416,485,3
971,85,51,8
972,74,715,1
973,518,192,6
974,730,817,9
975,535,607,3
976,986,359,5
977,284,370,7
978,531,646,5
979,922,829,4
980,709,638,8
981,612,148,8
982,997,428,4
983,590,365,1
984,90,767,7
985,195,117,7
986,931,399,3
987,953,643,9
988,844,18,6
989,219,489,6
990,646,467,3
991,383,283,6
992,409,801,1
993,771,62,9
994,734,140,9
995,705,809,7
996,316,155,8
997,661,631,4
998,958,843,6
999,235,968,9
1000,414,702,9
>>>>>>> 42ed0e85ac5ce7c88dc1b2bbe862c9d2916f144c
