transaction_id,fund_id,amount
260,229,"$8,836.09 "
261,848,"$84,509.80 "
262,243,"$68,078.66 "
263,214,"$26,375.95 "
264,863,"$28,984.66 "
265,969,"$20,376.60 "
266,653,"$4,702.75 "
267,2,"$58,018.96 "
268,345,"$34,986.39 "
269,397,"$3,507.12 "
270,120,"$18,371.05 "
271,907,"$48,517.83 "
272,107,"$83,862.85 "
273,682,"$73,317.82 "
274,481,"$47,591.85 "
275,705,"$61,982.26 "
276,817,"$69,723.13 "
277,823,"$64,487.19 "
278,352,"$8,279.56 "
279,89,"$78,528.25 "
280,863,"$40,277.22 "
281,238,"$62,554.06 "
282,956,"$28,068.45 "
283,132,"$24,547.48 "
284,915,"$84,288.41 "
285,648,"$2,539.13 "
286,725,"$11,056.03 "
287,959,"$26,093.82 "
288,303,"$22,348.54 "
289,519,"$16,690.76 "
290,21,"$84,911.41 "
291,924,"$20,801.46 "
292,550,"$11,196.79 "
293,184,"$51,109.58 "
294,849,"$18,945.53 "
295,229,"$62,457.62 "
296,954,"$13,415.63 "
297,369,"$29,453.50 "
298,793,"$75,207.74 "
299,240,"$40,357.90 "
300,440,"$78,113.68 "
301,269,"$44,570.16 "
302,504,"$74,311.47 "
303,483,"$77,943.13 "
304,566,"$54,054.13 "
305,380,"$55,277.32 "
306,108,"$18,389.64 "
307,224,"$84,841.42 "
308,976,"$49,789.81 "
309,923,"$46,485.00 "
310,334,"$73,934.54 "
311,64,"$11,941.41 "
312,58,"$1,867.78 "
313,517,"$78,162.67 "
314,892,"$61,483.33 "
315,42,"$28,815.76 "
316,610,"$60,982.49 "
317,90,"$64,985.08 "
318,321,"$53,964.47 "
319,344,"$43,678.98 "
320,170,"$81,210.36 "
321,618,"$41,806.59 "
322,880,"$13,891.94 "
323,107,"$66,097.34 "
324,839,"$77,961.63 "
325,394,"$76,052.63 "
326,268,"$66,313.82 "
327,983,"$45,929.71 "
328,533,"$67,561.32 "
329,62,"$20,723.66 "
330,877,"$26,262.44 "
331,519,"$53,336.67 "
332,35,"$22,743.23 "
333,19,"$74,139.40 "
334,614,"$41,374.46 "
335,528,"$64,094.92 "
336,962,"$29,920.61 "
337,337,"$24,481.48 "
338,919,"$34,104.61 "
339,526,"$44,011.44 "
340,340,"$27,997.26 "
341,154,"$65,683.10 "
342,750,"$11,471.16 "
343,199,"$12,371.47 "
344,903,"$8,586.74 "
345,262,"$31,684.68 "
346,622,"$1,402.84 "
347,933,"$67,883.15 "
348,661,"$50,635.80 "
349,444,"$17,346.04 "
350,337,"$20,216.46 "
351,332,"$33,664.58 "
352,389,"$11,968.65 "
353,845,"$32,100.84 "
354,149,"$42,002.91 "
355,644,"$18,370.52 "
356,131,"$66,509.39 "
357,622,"$78,127.41 "
358,809,"$72,805.65 "
359,495,"$62,828.49 "
360,884,"$59,053.57 "
361,126,"$82,527.41 "
362,146,"$58,816.48 "
363,326,"$43,253.11 "
364,801,"$7,999.21 "
365,978,"$54,442.55 "
366,119,"$6,381.97 "
367,17,"$65,254.95 "
368,904,"$55,475.54 "
369,213,"$11,814.77 "
370,678,"$84,546.78 "
371,771,"$50,887.34 "
372,631,"$80,622.83 "
373,823,"$53,219.98 "
374,896,"$34,834.67 "
375,567,"$79,131.98 "
376,576,"$70,789.87 "
377,87,"$7,307.28 "
378,20,"$29,470.23 "
379,920,"$59,999.46 "
380,98,"$62,998.17 "
381,533,"$35,165.29 "
382,51,"$83,951.38 "
383,382,"$51,171.48 "
384,869,"$57,897.67 "
385,754,"$26,862.10 "
386,165,"$79,131.69 "
387,908,"$53,648.45 "
388,321,"$24,369.78 "
389,313,"$50,682.80 "
390,249,"$74,400.67 "
391,289,"$54,684.86 "
392,768,"$84,720.04 "
393,112,"$56,271.33 "
394,162,"$1,419.86 "
395,733,"$69,889.08 "
396,996,"$38,963.91 "
397,509,"$8,840.34 "
398,753,"$20,688.92 "
399,32,"$4,799.59 "
400,405,"$19,713.29 "
401,610,"$39,290.35 "
402,717,"$13,101.34 "
403,377,"$68,262.95 "
404,387,"$1,277.77 "
405,928,"$5,118.80 "
406,597,"$26,722.30 "
407,225,"$81,584.29 "
408,626,"$71,542.07 "
409,52,"$31,694.62 "
410,466,"$74,337.19 "
411,689,"$46,477.15 "
412,167,"$46,460.94 "
413,750,"$56,541.41 "
414,264,"$64,585.59 "
415,874,"$8,414.93 "
416,847,"$10,955.89 "
417,578,"$59,961.84 "
418,906,"$68,718.79 "
419,596,"$7,703.38 "
420,883,"$65,587.42 "
421,709,"$51,830.45 "
422,632,"$33,971.68 "
423,853,"$23,780.69 "
424,981,"$40,908.82 "
425,366,"$18,285.23 "
426,135,"$42,949.96 "
427,801,"$18,981.04 "
428,807,"$15,260.74 "
429,850,"$27,341.76 "
430,584,"$2,159.96 "
431,659,"$57,840.62 "
432,372,"$56,762.07 "
433,568,"$22,719.63 "
434,860,"$56,949.82 "
435,318,"$63,495.08 "
436,540,"$22,317.87 "
437,399,"$69,018.29 "
438,402,"$69,150.08 "
439,701,"$31,109.96 "
440,778,"$43,175.30 "
441,424,"$63,168.14 "
442,816,"$77,927.27 "
443,843,"$73,153.00 "
444,569,"$82,577.76 "
445,608,"$10,928.62 "
446,743,"$73,630.89 "
447,6,"$66,344.40 "
448,944,"$51,477.46 "
449,853,"$59,671.07 "
450,84,"$3,676.31 "
451,347,"$31,886.87 "
452,822,"$13,930.99 "
453,529,"$14,953.30 "
454,459,"$60,027.75 "
455,530,"$55,145.21 "
456,276,"$11,235.68 "
457,7,"$37,274.32 "
458,757,"$70,182.43 "
459,605,$325.74 
460,259,"$69,241.17 "
461,177,"$64,965.15 "
462,144,"$13,002.09 "
463,745,"$50,340.64 "
464,182,"$42,085.59 "
465,881,"$61,280.87 "
466,810,"$32,736.62 "
467,177,"$56,564.50 "
468,209,"$43,701.28 "
469,256,"$64,472.29 "
470,829,"$71,937.88 "
471,580,"$77,697.83 "
472,252,"$17,286.05 "
473,24,"$67,052.83 "
474,754,"$84,445.05 "
475,962,"$10,799.92 "
476,230,"$14,438.50 "
477,934,"$83,619.60 "
478,951,$626.65 
479,648,"$69,582.68 "
480,531,"$37,551.29 "
481,894,"$17,879.25 "
482,254,"$34,402.65 "
483,743,"$83,006.25 "
484,844,"$69,448.48 "
485,889,"$77,753.98 "
486,573,"$62,887.59 "
487,198,"$75,831.45 "
488,231,"$52,143.41 "
489,639,"$32,758.37 "
490,108,"$23,634.78 "
491,885,"$79,986.77 "
492,126,"$69,891.00 "
493,729,"$16,183.15 "
494,529,"$23,350.98 "
495,18,"$80,108.17 "
496,910,"$52,300.37 "
497,9,"$78,614.06 "
498,35,"$47,954.25 "
499,91,"$53,835.90 "
500,34,"$5,076.11 "
501,775,"$72,012.17 "
502,281,"$44,058.30 "
503,472,"$80,896.76 "
504,870,"$8,846.40 "
505,369,"$66,291.88 "
506,574,"$38,756.14 "
507,225,"$29,168.14 "
508,913,"$45,176.56 "
509,769,"$67,102.14 "
510,667,"$78,507.34 "
511,905,"$64,445.42 "
512,208,"$34,748.62 "
513,430,"$47,511.47 "
514,156,"$4,853.49 "
515,645,"$76,173.43 "
516,312,"$24,281.49 "
517,223,"$30,795.53 "
518,316,"$59,322.32 "
519,283,"$61,132.50 "
520,633,"$5,320.29 "
521,462,"$74,057.55 "
522,379,"$65,959.17 "
523,271,"$76,119.09 "
524,953,"$36,147.69 "
525,29,"$47,698.22 "
526,905,"$22,356.96 "
527,456,"$39,208.46 "
528,111,"$14,460.78 "
529,623,"$44,723.58 "
530,313,"$22,790.49 "
531,197,"$72,094.25 "
532,779,"$27,002.90 "
533,508,"$62,522.48 "
534,567,"$2,863.44 "
535,509,"$71,963.11 "
536,411,$272.86 
537,268,"$81,615.15 "
538,124,"$23,507.59 "
539,297,"$56,610.13 "
540,403,"$65,333.29 "
541,550,"$54,706.47 "
542,274,"$1,908.26 "
543,25,"$25,911.49 "
544,661,"$4,323.34 "
545,673,"$11,426.33 "
546,964,"$25,773.96 "
547,104,"$47,077.88 "
548,837,"$59,121.93 "
549,301,"$22,315.89 "
550,780,"$20,926.72 "
551,196,"$84,784.77 "
552,947,"$29,032.12 "
553,314,"$14,598.66 "
554,716,"$18,544.02 "
555,492,"$58,618.13 "
556,553,"$6,393.67 "
557,243,"$45,977.42 "
558,717,"$25,863.62 "
559,243,"$63,783.03 "
560,268,"$84,589.74 "
561,179,"$42,033.78 "
562,457,"$36,127.38 "
563,993,"$61,517.75 "
564,81,"$72,210.12 "
565,742,"$22,876.42 "
566,624,"$40,204.40 "
567,728,"$1,844.51 "
568,196,"$77,907.10 "
569,384,"$75,506.17 "
570,116,"$2,842.26 "
571,58,"$75,941.75 "
572,933,"$13,804.72 "
573,957,"$73,533.16 "
574,795,"$20,988.60 "
575,306,"$60,590.71 "
576,319,"$70,180.93 "
577,471,$863.16 
578,752,"$27,936.42 "
579,154,"$10,129.64 "
580,374,"$84,423.83 "
581,177,"$69,592.78 "
582,521,"$47,238.74 "
583,974,"$28,297.20 "
584,555,"$30,398.95 "
585,423,"$4,171.00 "
586,769,"$16,559.83 "
587,340,"$44,488.62 "
588,357,"$34,117.33 "
589,231,"$35,506.97 "
590,879,"$64,395.34 "
591,33,"$9,870.14 "
592,595,"$18,807.64 "
593,587,"$13,956.76 "
594,937,"$80,949.11 "
595,235,"$48,028.18 "
596,833,"$42,795.37 "
597,153,"$45,034.23 "
598,922,"$18,075.98 "
599,238,"$34,597.51 "
600,27,"$76,440.86 "
601,221,"$9,505.37 "
602,531,"$60,529.00 "
603,408,"$53,513.26 "
604,528,"$48,105.03 "
605,250,"$17,698.64 "
606,530,"$13,465.11 "
607,366,"$63,692.51 "
608,69,"$48,535.19 "
609,935,"$40,093.39 "
610,690,"$23,177.63 "
611,303,"$25,195.63 "
612,948,"$82,049.91 "
613,162,"$66,185.91 "
614,391,"$20,161.95 "
615,643,"$25,657.93 "
616,303,"$40,794.80 "
617,987,"$54,217.96 "
618,184,"$50,210.65 "
619,244,"$41,973.77 "
620,923,"$13,156.58 "
621,31,"$61,580.33 "
622,977,"$24,226.84 "
623,226,"$11,525.75 "
624,730,"$67,831.32 "
625,253,$60.10 
626,470,"$4,265.28 "
627,152,"$60,546.69 "
628,28,"$6,979.60 "
629,940,"$34,429.89 "
630,569,"$66,997.06 "
631,195,"$55,543.25 "
632,633,"$26,622.32 "
633,281,"$51,213.82 "
634,967,"$38,015.38 "
635,531,"$34,952.34 "
636,443,"$59,223.43 "
637,930,"$10,378.38 "
638,435,"$16,554.11 "
639,197,"$1,873.64 "
640,389,"$58,874.60 "
641,158,"$13,192.12 "
642,939,"$73,488.51 "
643,352,"$84,984.22 "
644,367,"$30,469.80 "
645,531,"$24,472.76 "
646,767,"$12,939.64 "
647,281,"$75,597.11 "
648,840,"$47,970.48 "
649,500,"$82,973.51 "
650,812,"$58,896.09 "
651,112,"$31,001.26 "
652,51,"$81,724.29 "
653,681,"$66,664.97 "
654,409,"$15,882.93 "
655,80,"$45,817.07 "
656,356,"$34,128.52 "
657,749,"$68,190.84 "
658,834,"$5,219.41 "
659,644,"$2,288.55 "
660,563,"$3,668.56 "
661,932,"$22,065.72 "
662,737,"$10,618.27 "
663,726,"$6,117.71 "
664,825,"$67,604.79 "
665,841,"$6,232.42 "
666,625,"$51,042.47 "
667,577,"$28,785.23 "
668,721,"$29,238.85 "
669,83,"$28,258.56 "
670,34,"$65,544.50 "
671,83,"$43,391.56 "
672,976,"$33,553.34 "
673,795,"$31,849.00 "
674,723,"$73,046.54 "
675,630,"$26,244.08 "
676,958,"$3,630.08 "
677,195,"$76,039.79 "
678,954,"$40,519.84 "
679,74,"$39,419.58 "
680,470,"$54,548.15 "
681,132,"$21,415.05 "
682,985,"$7,515.83 "
683,430,"$12,974.39 "
684,264,"$59,232.02 "
685,699,"$78,352.12 "
686,298,"$47,760.58 "
687,841,"$70,965.61 "
688,361,"$20,058.62 "
689,808,"$51,022.16 "
690,228,"$32,882.09 "
691,580,"$60,621.14 "
692,577,"$22,234.87 "
693,213,"$81,527.21 "
694,217,"$10,290.90 "
695,682,"$23,900.58 "
696,895,"$6,007.13 "
697,94,"$73,780.69 "
698,263,"$22,562.17 "
699,837,"$63,156.26 "
700,764,"$6,498.85 "
701,653,$381.84 
702,175,"$56,182.86 "
703,561,"$8,978.31 "
704,204,"$84,308.45 "
705,615,"$69,849.64 "
706,882,"$39,085.24 "
707,774,"$27,609.10 "
708,692,"$40,933.92 "
709,335,"$5,779.04 "
710,855,"$46,698.69 "
711,221,"$22,236.27 "
712,144,"$43,779.23 "
713,457,"$35,459.28 "
714,676,"$21,787.50 "
715,535,"$44,330.34 "
716,778,"$27,805.16 "
717,729,"$45,862.39 "
718,117,"$64,951.17 "
719,376,"$2,369.77 "
720,819,"$72,798.44 "
721,968,"$49,002.44 "
722,540,"$79,924.66 "
723,469,"$37,371.69 "
724,161,"$44,487.04 "
725,293,"$6,912.22 "
726,775,"$78,150.44 "
727,354,"$43,710.77 "
728,528,"$25,678.44 "
729,477,"$62,524.18 "
730,711,"$29,432.25 "
731,997,"$20,935.67 "
732,71,"$77,616.97 "
733,418,"$53,083.57 "
734,403,"$15,059.73 "
735,908,"$68,902.54 "
736,217,"$41,346.81 "
737,381,"$73,107.32 "
738,409,"$67,136.64 "
739,181,"$75,370.08 "
740,50,"$36,495.12 "
741,177,"$47,511.85 "
742,523,"$84,908.42 "
743,118,"$50,140.94 "
744,682,"$12,841.32 "
745,828,"$55,726.90 "
746,27,"$67,524.13 "
747,952,"$30,417.22 "
748,395,"$14,410.45 "
749,992,"$35,516.25 "
750,527,"$8,771.26 "
751,208,"$27,853.04 "
752,101,"$44,390.33 "
753,161,"$50,384.86 "
754,98,"$66,999.14 "
755,194,"$27,753.67 "
756,483,"$12,804.00 "
757,138,"$36,425.63 "
758,633,"$46,283.80 "
759,644,"$47,646.79 "
760,647,"$58,998.74 "
761,712,"$45,337.75 "
762,706,"$70,073.54 "
763,399,"$7,479.04 "
764,754,"$21,380.33 "
765,631,"$66,888.24 "
766,447,"$20,044.90 "
767,340,"$48,723.33 "
768,988,"$28,117.74 "
769,240,"$69,265.85 "
770,88,"$70,151.07 "
771,433,"$54,801.76 "
772,514,"$5,877.50 "
773,910,"$24,512.35 "
774,479,"$47,763.00 "
775,677,"$52,389.58 "
776,742,"$72,630.47 "
777,826,"$3,209.01 "
778,957,"$12,488.35 "
779,934,"$76,339.03 "
780,818,"$50,793.21 "
781,763,"$40,977.63 "
782,775,"$39,490.38 "
783,118,"$31,603.90 "
784,144,"$84,760.79 "
785,385,"$37,239.48 "
786,478,"$10,774.18 "
787,775,"$14,409.98 "
788,154,"$41,424.41 "
789,285,"$20,469.89 "
790,642,"$84,087.14 "
791,423,"$77,895.18 "
792,338,"$40,205.04 "
793,404,"$65,872.95 "
794,889,"$2,867.31 "
795,107,"$79,966.67 "
796,932,"$69,262.21 "
797,335,"$48,184.66 "
798,892,"$33,991.37 "
799,549,"$47,200.19 "
800,582,"$66,741.52 "
801,418,"$34,133.83 "
802,606,"$13,013.98 "
803,757,"$71,691.07 "
804,61,"$58,061.45 "
805,116,"$47,351.00 "
806,572,"$16,571.76 "
807,516,"$32,790.34 "
808,859,"$58,512.06 "
809,622,"$19,251.83 "
810,261,"$68,001.39 "
811,812,"$21,493.90 "
812,663,"$67,767.15 "
813,258,"$6,369.02 "
814,280,"$60,328.96 "
815,422,"$56,748.35 "
816,493,"$81,172.71 "
817,563,"$5,564.76 "
818,796,"$78,687.00 "
819,40,"$21,236.07 "
820,459,"$14,902.20 "
821,577,"$54,463.99 "
822,598,"$20,156.61 "
823,697,"$36,659.95 "
824,308,"$60,178.58 "
825,255,"$24,868.75 "
826,420,"$73,306.92 "
827,398,"$73,042.53 "
828,407,"$52,934.73 "
829,700,"$57,628.30 "
830,860,"$57,190.80 "
831,290,"$76,738.77 "
832,609,"$69,645.91 "
833,918,"$34,022.68 "
834,7,"$77,368.70 "
835,90,"$28,527.68 "
836,485,"$53,496.21 "
837,253,"$27,584.49 "
838,497,"$60,698.03 "
839,390,"$56,373.23 "
840,471,"$20,801.04 "
841,256,"$24,590.06 "
842,138,"$34,941.95 "
843,117,"$47,123.84 "
844,556,"$53,475.44 "
845,667,"$9,086.23 "
846,830,"$78,747.67 "
847,114,"$78,531.99 "
848,953,"$8,096.39 "
849,863,"$63,211.79 "
850,975,"$4,354.94 "
851,700,"$7,507.49 "
852,540,"$50,672.72 "
853,404,"$20,848.32 "
854,205,"$59,224.88 "
855,615,"$35,193.46 "
856,197,"$40,127.73 "
857,419,"$22,021.97 "
858,304,"$31,838.87 "
859,457,"$65,680.83 "
860,928,"$68,731.77 "
861,824,"$77,078.20 "
862,462,"$81,548.42 "
863,745,"$5,610.54 "
864,480,"$11,564.94 "
865,607,"$73,875.12 "
866,564,"$55,281.43 "
867,652,"$77,930.40 "
868,951,"$46,081.38 "
869,529,"$9,920.63 "
870,407,"$67,683.27 "
871,575,"$54,006.33 "
872,302,"$10,265.03 "
873,374,"$68,085.15 "
874,235,"$69,758.88 "
875,458,"$82,858.67 "
876,934,"$30,019.35 "
877,686,"$38,617.21 "
878,602,"$73,832.52 "
879,362,"$23,115.55 "
880,171,"$10,298.93 "
881,427,"$29,773.30 "
882,363,"$80,207.55 "
883,762,"$54,269.56 "
884,388,"$22,279.02 "
885,991,"$56,942.38 "
886,391,"$54,400.66 "
887,702,"$56,183.71 "
888,291,"$65,637.40 "
889,842,"$50,585.20 "
890,444,"$25,033.92 "
891,507,"$38,622.31 "
892,833,"$79,486.46 "
893,272,"$83,978.79 "
894,385,"$68,245.61 "
895,636,"$73,756.62 "
896,607,"$12,391.86 "
897,715,"$5,840.43 "
898,971,"$48,530.65 "
899,964,"$68,662.42 "
900,898,"$74,964.95 "
901,856,"$6,556.05 "
902,718,"$39,311.59 "
903,626,"$22,860.02 "
904,195,"$56,566.34 "
905,806,"$49,531.25 "
906,878,"$18,598.74 "
907,998,"$13,192.74 "
908,961,"$68,679.14 "
909,909,"$8,669.98 "
910,581,"$73,365.97 "
911,547,"$21,830.43 "
912,151,"$11,559.68 "
913,453,"$7,316.37 "
914,461,"$18,776.66 "
915,656,"$80,118.26 "
916,702,"$3,577.72 "
917,745,"$31,131.45 "
918,587,"$31,723.70 "
919,950,"$5,786.15 "
920,620,"$80,215.88 "
921,152,"$47,588.70 "
922,239,"$66,692.31 "
923,136,"$63,834.17 "
924,100,"$10,021.75 "
925,140,"$83,600.11 "
926,304,"$77,193.60 "
927,390,"$83,023.28 "
928,804,"$67,224.99 "
929,475,"$9,223.83 "
930,535,"$9,098.43 "
931,931,"$7,634.93 "
932,512,"$45,105.42 "
933,648,"$35,827.91 "
934,218,"$22,167.17 "
935,291,"$48,993.98 "
936,514,"$45,538.97 "
937,4,"$19,987.86 "
938,653,"$1,511.21 "
939,798,"$23,829.92 "
940,168,"$82,208.45 "
941,521,"$19,419.39 "
942,936,"$82,974.30 "
943,1000,"$2,397.76 "
944,963,"$18,174.44 "
945,303,"$82,532.15 "
946,702,"$29,040.59 "
947,641,"$40,286.08 "
948,900,"$58,317.21 "
949,723,$914.98 
950,71,"$39,319.63 "
951,83,"$82,318.76 "
952,916,"$28,512.13 "
953,444,"$4,562.51 "
954,675,"$5,564.65 "
955,807,"$6,832.99 "
956,130,"$79,168.47 "
957,326,"$61,532.30 "
958,69,"$16,108.95 "
959,135,"$52,035.70 "
960,650,"$69,893.42 "
961,784,"$64,664.61 "
962,32,"$11,669.55 "
963,515,"$73,043.79 "
964,945,"$55,159.63 "
965,967,"$14,960.67 "
966,675,"$33,009.48 "
967,454,"$80,482.43 "
968,539,"$46,951.67 "
969,907,"$62,114.35 "
970,254,"$22,979.05 "
971,885,"$38,697.82 "
972,966,"$35,024.36 "
973,610,"$41,425.61 "
974,747,"$5,852.61 "
975,275,"$73,451.34 "
976,121,"$6,542.31 "
977,97,"$83,276.99 "
978,364,"$69,295.57 "
979,4,"$12,343.92 "
980,394,"$27,094.16 "
981,862,"$52,747.91 "
982,535,"$62,065.12 "
983,665,"$34,243.39 "
984,280,"$14,306.74 "
985,311,"$30,104.89 "
986,954,"$28,294.75 "
987,317,"$35,012.47 "
988,446,"$57,111.04 "
989,851,"$51,901.94 "
990,794,"$4,587.24 "
991,565,"$38,401.12 "
992,566,"$16,324.23 "
993,854,"$25,446.29 "
994,370,"$76,961.44 "
995,728,"$46,711.36 "
996,465,"$50,881.10 "
997,807,"$37,526.74 "
998,65,"$1,182.70 "
999,550,"$2,431.52 "
1000,68,"$83,970.79 "
